insdcAccessionBase	geoLocCountry_main	geoLocAdmin1_main	geoLocAdmin2_main	geoLocCountry_use-pycountry	geoLocAdmin1_use-pycountry	geoLocAdmin2_use-pycountry	geoLocCountry_auspice-curate	geoLocAdmin1_auspice-curate	geoLocAdmin2_auspice-curate
FJ425729	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
DQ411030	Russia			Russia			Russia		
DQ059553	Russia			Russia			Russia		
DQ411029	Russia			Russia			Russia		
DQ059554	Russia			Russia			Russia		
DQ377178	Russia			Russia			Russia		
DQ059555	Russia			Russia			Russia		
DQ059557	Russia			Russia			Russia		
FJ425723	Russia	Astrakhan		Russia	Astrahanskaja oblast'		Russia	Astrakhan Region	
DQ059559	Russia			Russia			Russia		
DQ059560	Russia			Russia			Russia		
DQ059561	Russia			Russia			Russia		
DQ059562	Russia			Russia			Russia		
DQ059563	Russia			Russia			Russia		
DQ377180	Russia			Russia			Russia		
DQ059556	Russia			Russia			Russia		
DQ059558	Russia			Russia			Russia		
FJ425722	Russia	Astrakhan		Russia	Astrahanskaja oblast'		Russia	Astrakhan Region	
FJ159131	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
MN619800	Russia	Volgograd region		Russia	Volgogradskaja oblast'		Russia	Volgograd region	
AY093707	Russia	Volgograd region		Russia	Volgogradskaja oblast'		Russia	Volgograd region	
AY093706	Russia	Volgograd region		Russia	Volgogradskaja oblast'		Russia	Volgograd region	
AY093705	Russia	Volgograd region		Russia	Volgogradskaja oblast'		Russia	Volgograd region	
AF412274	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
AF412273	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
AF412272	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
AF412271	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
AF412270	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ013233	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ013234	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ013235	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ013236	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ013237	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
JX041634	Russia	Astrakhan region		Russia	Astrahanskaja oblast'		Russia	Astrakhan region	
MN619801	Russia	Volgograd region		Russia	Volgogradskaja oblast'		Russia	Volgograd region	
FJ013238	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
AY277251	Russia			Russia			Russia		
AY278441	Russia	Astrakhan, Volga delta		Russia	Astrahanskaja oblast'	Volga delta	Russia	Astrakhan Region	Volga delta
OQ214890	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
OQ214891	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
OR159869	Russia	Kalmikia		Russia		Kalmikia	Russia	Kalmikia	
OR159870	Russia	Kalmikia		Russia		Kalmikia	Russia	Kalmikia	
OR159871	Russia	Karachay-Cherkessia		Russia		Karachay-Cherkessia	Russia	Karachay-Cherkessia	
OR159872	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
OR159873	Russia	Stavropol		Russia	Stavropol'skij kraj		Russia	Stavropol	
MN812762	Russia	Volgograd region		Russia	Volgogradskaja oblast'		Russia	Volgograd region	
MN812761	Russia	Volgograd region		Russia	Volgogradskaja oblast'		Russia	Volgograd region	
MN812760	Russia	Volgograd region		Russia	Volgogradskaja oblast'		Russia	Volgograd region	
MN812759	Russia	Volgograd region		Russia	Volgogradskaja oblast'		Russia	Volgograd region	
MN812758	Russia	Volgograd region		Russia	Volgogradskaja oblast'		Russia	Volgograd region	
MN812757	Russia	Volgograd region		Russia	Volgogradskaja oblast'		Russia	Volgograd region	
MN619803	Russia	Volgograd region		Russia	Volgogradskaja oblast'		Russia	Volgograd region	
MN619802	Russia	Volgograd region		Russia	Volgogradskaja oblast'		Russia	Volgograd region	
AY277252	Russia	Volgograd, low Volga		Russia	Volgogradskaja oblast'	low Volga	Russia	Volgograd Region	low Volga
FJ013239	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ013240	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ013241	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ013243	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ425726	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ159129	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
JX891481	Russia			Russia			Russia		
JX844661	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
JX844660	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ425734	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ425733	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ425727	Russia	Astrakhan region		Russia	Astrahanskaja oblast'		Russia	Astrakhan region	
AF317203	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
AF239990	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
AF239988	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
AF237565	Russia			Russia			Russia		
AF237562	Russia			Russia			Russia		
AF236057	Russia			Russia			Russia		
FJ013242	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
MN149538	Russia			Russia			Russia		
FJ425725	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
OR757512	Russia	Vladikavkaz		Russia		Vladikavkaz	Russia	Vladikavkaz	
FJ013244	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ425735	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
OR757498	Russia	Rostov		Russia	Rostovskaja oblast'		Russia	Rostov	
OR757499	Russia	Krasnodar		Russia	Krasnodarskij kraj		Russia	Krasnodar	
OR757500	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
OR757501	Russia	Bashkortostan		Russia	Bashkortostan, Respublika		Russia	Bashkortostan	
OR757502	Russia	Krasnodar		Russia	Krasnodarskij kraj		Russia	Krasnodar	
OQ214889	Russia	Stavropol		Russia	Stavropol'skij kraj		Russia	Stavropol	
OR757503	Russia	Krasnodar		Russia	Krasnodarskij kraj		Russia	Krasnodar	
OR757505	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
OR757506	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
OR757507	Russia	Saratov		Russia	Saratovskaja oblast'		Russia	Saratov	
OR757508	Russia	Kabardino-Balkaria		Russia	Kabardino-Balkarskaja Respublika		Russia	Kabardino-Balkaria	
OR757509	Russia	Astrakhan		Russia	Astrahanskaja oblast'		Russia	Astrakhan Region	
OR757510	Russia	Chuvashiya		Russia		Chuvashiya	Russia	Chuvashiya	
OR757511	Russia	Krasnodar		Russia	Krasnodarskij kraj		Russia	Krasnodar	
OR757504	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
OQ214888	Russia	Kalmikia		Russia		Kalmikia	Russia	Kalmikia	
AY278442	Russia	Volgograd, low Volga		Russia	Volgogradskaja oblast'	low Volga	Russia	Volgograd Region	low Volga
KU978768	Russia			Russia			Russia		
OP345098	Russia	Urupinsk		Russia		Urupinsk	Russia	Urupinsk	
OP345097	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
OP345096	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
OP345095	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
JX041633	Russia	Astrakhan region		Russia	Astrahanskaja oblast'		Russia	Astrakhan region	
OP345094	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
OP345093	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
OP345091	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
OP345090	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
OP345089	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
OP345092	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
OP345087	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
OP868929	Russia	Moscow		Russia		Moscow	Russia	Moscow Oblast	
JN627243	Russia	Voronezh		Russia	Voronezhskaya oblast'		Russia	Voronezh	
JQ014115	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
OP345085	Russia	Voronezh		Russia	Voronezhskaya oblast'		Russia	Voronezh	
OP345086	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
OP345088	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
OP345099	Russia	Rostov		Russia	Rostovskaja oblast'		Russia	Rostov	
OP345101	Russia	Astrakhan		Russia	Astrahanskaja oblast'		Russia	Astrakhan Region	
OP345100	Russia	Dagestan		Russia	Dagestan, Respublika		Russia	Dagestan	
DQ318019	Senegal			Senegal			Senegal		
OP846981	Senegal			Senegal			Senegal		
OP846973	Senegal			Senegal			Senegal		
KJ131503	Senegal			Senegal			Senegal		
ON813211	Senegal	Barkedji region		Senegal		Barkedji region	Senegal	Barkedji region	
KJ131501	Senegal			Senegal			Senegal		
ON813212	Senegal	Barkedji region		Senegal		Barkedji region	Senegal	Barkedji region	
KY703855	Senegal			Senegal			Senegal		
OP846972	Senegal			Senegal			Senegal		
OP870457	Senegal			Senegal			Senegal		
OP870455	Senegal			Senegal			Senegal		
ON813210	Senegal	Barkedji region		Senegal		Barkedji region	Senegal	Barkedji region	
OP846975	Senegal			Senegal			Senegal		
OP870459	Senegal			Senegal			Senegal		
OP846979	Senegal			Senegal			Senegal		
OP846980	Senegal			Senegal			Senegal		
ON813219	Senegal	Barkedji region		Senegal		Barkedji region	Senegal	Barkedji region	
EU074034	Senegal			Senegal			Senegal		
ON813218	Senegal	Thille Boubacar region		Senegal		Thille Boubacar region	Senegal	Thille Boubacar region	
ON813217	Senegal	Thille Boubacar region		Senegal		Thille Boubacar region	Senegal	Thille Boubacar region	
PP445046	Senegal	Bounkiling		Senegal		Bounkiling	Senegal	Bounkiling	
OP870460	Senegal			Senegal			Senegal		
OP846974	Senegal			Senegal			Senegal		
OP870461	Senegal			Senegal			Senegal		
ON813215	Senegal	Barkedji region		Senegal		Barkedji region	Senegal	Barkedji region	
OP870454	Senegal			Senegal			Senegal		
OP870456	Senegal			Senegal			Senegal		
KY703854	Senegal			Senegal			Senegal		
OP846977	Senegal			Senegal			Senegal		
OP870453	Senegal			Senegal			Senegal		
OP846976	Senegal			Senegal			Senegal		
OP870458	Senegal			Senegal			Senegal		
KJ131500	Senegal			Senegal			Senegal		
OP846971	Senegal			Senegal			Senegal		
KY703856	Senegal			Senegal			Senegal		
KJ131502	Senegal			Senegal			Senegal		
ON813213	Senegal	Barkedji region		Senegal		Barkedji region	Senegal	Barkedji region	
OP846982	Senegal			Senegal			Senegal		
ON813214	Senegal	Barkedji region		Senegal		Barkedji region	Senegal	Barkedji region	
GQ851606	Senegal			Senegal			Senegal		
ON813216	Senegal	Barkedji region		Senegal		Barkedji region	Senegal	Barkedji region	
OP846978	Senegal			Senegal			Senegal		
KJ131504	Senegal			Senegal			Senegal		
PP623000	Serbia			Serbia			Serbia		
KX375812	Serbia			Serbia			Serbia		
KC496016	Serbia			Serbia			Serbia		
PP622989	Serbia			Serbia			Serbia		
PP623001	Serbia			Serbia			Serbia		
PP623002	Serbia			Serbia			Serbia		
MW751837	Serbia	Curug		Serbia		Curug	Serbia	Curug	
MK224619	Serbia			Serbia			Serbia		
KJ652317	Serbia			Serbia			Serbia		
PP622988	Serbia			Serbia			Serbia		
KJ652316	Serbia			Serbia			Serbia		
KJ652315	Serbia			Serbia			Serbia		
KJ652314	Serbia			Serbia			Serbia		
PP622987	Serbia			Serbia			Serbia		
PP622985	Serbia			Serbia			Serbia		
PP622984	Serbia			Serbia			Serbia		
MW751835	Serbia	Subotica		Serbia		Subotica	Serbia	North Bačka District	Subotica
MW751838	Serbia	Belgrade		Serbia		Belgrade	Serbia	Belgrade	
PQ053324	Serbia			Serbia			Serbia		
PP622995	Serbia			Serbia			Serbia		
PP622998	Serbia			Serbia			Serbia		
PP622957	Serbia			Serbia			Serbia		
PP622958	Serbia			Serbia			Serbia		
PP622961	Serbia			Serbia			Serbia		
PP622963	Serbia			Serbia			Serbia		
PP622966	Serbia			Serbia			Serbia		
PP622968	Serbia			Serbia			Serbia		
PP622971	Serbia			Serbia			Serbia		
PP622973	Serbia			Serbia			Serbia		
PP622974	Serbia			Serbia			Serbia		
PP622990	Serbia			Serbia			Serbia		
PP622982	Serbia			Serbia			Serbia		
PP622986	Serbia			Serbia			Serbia		
PQ053325	Serbia			Serbia			Serbia		
PQ053328	Serbia			Serbia			Serbia		
PP623003	Serbia			Serbia			Serbia		
KT757323	Serbia			Serbia			Serbia		
PQ053323	Serbia			Serbia			Serbia		
PP622962	Serbia			Serbia			Serbia		
PP622991	Serbia			Serbia			Serbia		
PP622992	Serbia			Serbia			Serbia		
PP622983	Serbia			Serbia			Serbia		
PP622999	Serbia			Serbia			Serbia		
PP622976	Serbia			Serbia			Serbia		
PP622980	Serbia			Serbia			Serbia		
MW751844	Serbia	Sombor		Serbia		Sombor	Serbia	South Bačka District	Sombor
MW751845	Serbia	Opovo		Serbia		Opovo	Serbia	Opovo	
MW751846	Serbia	Subotica		Serbia		Subotica	Serbia	North Bačka District	Subotica
PP622969	Serbia			Serbia			Serbia		
KT757320	Serbia			Serbia			Serbia		
KT757319	Serbia			Serbia			Serbia		
KT757318	Serbia			Serbia			Serbia		
MW803141	Serbia	Zemun		Serbia		Zemun	Serbia	Belgrade	Zemun
PP622959	Serbia			Serbia			Serbia		
PP622997	Serbia			Serbia			Serbia		
PP622996	Serbia			Serbia			Serbia		
PP622978	Serbia			Serbia			Serbia		
PP622965	Serbia			Serbia			Serbia		
PP622964	Serbia			Serbia			Serbia		
PP622960	Serbia			Serbia			Serbia		
MW751840	Serbia	Novi Sad		Serbia		Novi Sad	Serbia	South Bačka District	Novi Sad
PP622970	Serbia			Serbia			Serbia		
MW751843	Serbia	Karavukovo		Serbia		Karavukovo	Serbia	Karavukovo	
MW751841	Serbia	Novi Becej		Serbia		Novi Becej	Serbia	Novi Becej	
MW803139	Serbia	Besni Fok		Serbia		Besni Fok	Serbia	Besni Fok	
PP622967	Serbia			Serbia			Serbia		
MW751842	Serbia	Subotica		Serbia		Subotica	Serbia	North Bačka District	Subotica
PP622981	Serbia			Serbia			Serbia		
MW751834	Serbia	Temerin		Serbia		Temerin	Serbia	Temerin	
MW751839	Serbia	Novi Sad		Serbia		Novi Sad	Serbia	South Bačka District	Novi Sad
PP622979	Serbia			Serbia			Serbia		
PQ053322	Serbia			Serbia			Serbia		
PP622977	Serbia			Serbia			Serbia		
PP622994	Serbia			Serbia			Serbia		
PQ053331	Serbia			Serbia			Serbia		
MW751836	Serbia	Mali Idjos		Serbia		Mali Idjos	Serbia	Mali Idjos	
PQ053326	Serbia			Serbia			Serbia		
PP622975	Serbia			Serbia			Serbia		
KT757321	Serbia			Serbia			Serbia		
PQ053329	Serbia			Serbia			Serbia		
PQ053327	Serbia			Serbia			Serbia		
KC407673	Serbia			Serbia			Serbia		
KC407672	Serbia			Serbia			Serbia		
KC407671	Serbia			Serbia			Serbia		
KT757322	Serbia			Serbia			Serbia		
KC407670	Serbia			Serbia			Serbia		
KC407669	Serbia			Serbia			Serbia		
KC407668	Serbia			Serbia			Serbia		
PP622956	Serbia			Serbia			Serbia		
PP622972	Serbia			Serbia			Serbia		
PQ053330	Serbia			Serbia			Serbia		
PP622993	Serbia			Serbia			Serbia		
MF289571	Singapore			Singapore			Singapore		
MH244511	Slovakia	Velky Biel		Slovakia		Velky Biel	Slovakia	Bratislava	Velky Biel
MN912558	Slovakia			Slovakia			Slovakia		
KJ725260	Slovakia			Slovakia			Slovakia		
KJ725287	Slovakia			Slovakia			Slovakia		
KJ725288	Slovakia			Slovakia			Slovakia		
KJ725289	Slovakia			Slovakia			Slovakia		
MH244513	Slovakia	Secovce		Slovakia		Secovce	Slovakia	Kosice	Secovce
MH244512	Slovakia	Velky Biel		Slovakia		Velky Biel	Slovakia	Bratislava	Velky Biel
KJ725290	Slovakia			Slovakia			Slovakia		
MK881036	Slovakia			Slovakia			Slovakia		
MK881037	Slovakia			Slovakia			Slovakia		
MK881038	Slovakia			Slovakia			Slovakia		
MK881039	Slovakia			Slovakia			Slovakia		
KJ725291	Slovakia			Slovakia			Slovakia		
KJ725292	Slovakia			Slovakia			Slovakia		
KJ725293	Slovakia			Slovakia			Slovakia		
KJ725294	Slovakia			Slovakia			Slovakia		
KJ725295	Slovakia			Slovakia			Slovakia		
KJ725296	Slovakia			Slovakia			Slovakia		
KJ725297	Slovakia			Slovakia			Slovakia		
KJ725298	Slovakia			Slovakia			Slovakia		
KJ725299	Slovakia			Slovakia			Slovakia		
MN912556	Slovakia			Slovakia			Slovakia		
MN912557	Slovakia			Slovakia			Slovakia		
KJ725286	Slovakia			Slovakia			Slovakia		
KJ725285	Slovakia			Slovakia			Slovakia		
KJ725284	Slovakia			Slovakia			Slovakia		
KJ725283	Slovakia			Slovakia			Slovakia		
KJ725261	Slovakia			Slovakia			Slovakia		
KJ725262	Slovakia			Slovakia			Slovakia		
MH244510	Slovakia	Velky Biel		Slovakia		Velky Biel	Slovakia	Bratislava	Velky Biel
KJ725263	Slovakia			Slovakia			Slovakia		
KJ725264	Slovakia			Slovakia			Slovakia		
KJ725265	Slovakia			Slovakia			Slovakia		
KJ725266	Slovakia			Slovakia			Slovakia		
KJ725267	Slovakia			Slovakia			Slovakia		
KJ725268	Slovakia			Slovakia			Slovakia		
KJ725269	Slovakia			Slovakia			Slovakia		
KJ725259	Slovakia			Slovakia			Slovakia		
KJ725270	Slovakia			Slovakia			Slovakia		
KJ725272	Slovakia			Slovakia			Slovakia		
KJ725273	Slovakia			Slovakia			Slovakia		
KJ725274	Slovakia			Slovakia			Slovakia		
KJ725275	Slovakia			Slovakia			Slovakia		
KJ725276	Slovakia			Slovakia			Slovakia		
KJ725277	Slovakia			Slovakia			Slovakia		
KJ725278	Slovakia			Slovakia			Slovakia		
KJ725280	Slovakia			Slovakia			Slovakia		
KJ725281	Slovakia			Slovakia			Slovakia		
KJ725282	Slovakia			Slovakia			Slovakia		
KJ725271	Slovakia			Slovakia			Slovakia		
KJ725279	Slovakia			Slovakia			Slovakia		
MW561633	Slovakia			Slovakia			Slovakia		
MK947397	Slovenia			Slovenia			Slovenia		
MK947396	Slovenia			Slovenia			Slovenia		
KY176717	South Africa	Gauteng		South Africa	Gauteng		South Africa	Gauteng	
OL790165	South Africa			South Africa			South Africa		
OL790150	South Africa			South Africa			South Africa		
OL790160	South Africa			South Africa			South Africa		
OL790157	South Africa			South Africa			South Africa		
KY176733	South Africa	Gauteng		South Africa	Gauteng		South Africa	Gauteng	
HQ594468	South Africa			South Africa			South Africa		
FJ464378	South Africa			South Africa			South Africa		
KY176731	South Africa	Gauteng		South Africa	Gauteng		South Africa	Gauteng	
KY176718	South Africa	Gauteng		South Africa	Gauteng		South Africa	Gauteng	
KY176732	South Africa	Western Cape		South Africa	Western Cape		South Africa	Western Cape Province	
OL411950	South Africa	Kyalami, Gauteng		South Africa	Gauteng	Kyalami	South Africa	Kyalami	Gauteng
OL411951	South Africa	Boschkop, Gauteng		South Africa	Gauteng	Boschkop	South Africa	Boschkop	Gauteng
OL411960	South Africa	Kyalami, Gauteng		South Africa	Gauteng	Kyalami	South Africa	Kyalami	Gauteng
OL411955	South Africa	Marakele, Limpopo		South Africa	Limpopo	Marakele	South Africa	Marakele	Limpopo
OL790162	South Africa			South Africa			South Africa		
JN393308	South Africa	Tiegerpoort, Pretoria		South Africa		Tiegerpoort, Pretoria	South Africa	Tiegerpoort	Pretoria
EF429197	South Africa			South Africa			South Africa		
KM052152	South Africa			South Africa			South Africa		
HM147822	South Africa			South Africa			South Africa		
KY176735	South Africa	Gauteng		South Africa	Gauteng		South Africa	Gauteng	
OL790156	South Africa			South Africa			South Africa		
OL411954	South Africa	Lapalala, Limpopo		South Africa	Limpopo	Lapalala	South Africa	Lapalala	Limpopo
OL411956	South Africa	Lapalala, Limpopo		South Africa	Limpopo	Lapalala	South Africa	Lapalala	Limpopo
OL411965	South Africa	Lapalala, Limpopo		South Africa	Limpopo	Lapalala	South Africa	Lapalala	Limpopo
MN270990	South Africa			South Africa			South Africa		
MN270989	South Africa			South Africa			South Africa		
OL790158	South Africa			South Africa			South Africa		
EF429199	South Africa			South Africa			South Africa		
JX974605	South Africa			South Africa			South Africa		
KY176734	South Africa	Western Cape		South Africa	Western Cape		South Africa	Western Cape Province	
FJ464377	South Africa			South Africa			South Africa		
FJ464376	South Africa			South Africa			South Africa		
KY176736	South Africa	Free State		South Africa	Free State		South Africa	Free State	
JN226832	South Africa			South Africa			South Africa		
HQ594470	South Africa			South Africa			South Africa		
HQ594469	South Africa			South Africa			South Africa		
EF429200	South Africa			South Africa			South Africa		
MN270988	South Africa			South Africa			South Africa		
FJ464379	South Africa			South Africa			South Africa		
OL411963	South Africa	Marakele, Limpopo		South Africa	Limpopo	Marakele	South Africa	Marakele	Limpopo
